customerid,PD,EAD,LGD,Expected_Loss
2761,1.0,4662.63,0.9,4196.17
2762,0.0,5734.82,0.9,0.16
2763,1e-04,6190.44,0.9,0.33
2764,0.8991,6260.13,0.9,5065.67
2765,1e-04,3767.15,0.9,0.17
2766,0.9999,2747.7,0.9,2472.6
2767,0.0,5450.63,0.9,0.11
2768,0.0,4581.87,0.9,0.06
2769,0.0,4371.59,0.9,0.12
2770,0.0,3236.16,0.9,0.08
2771,0.0,5375.89,0.9,0.09
2772,0.0,5170.79,0.9,0.08
2773,0.0,2399.28,0.9,0.03
2774,0.0,3187.95,0.9,0.03
2775,0.0,260.08,0.9,0.01
2776,0.9999,5040.78,0.9,4536.35
2777,0.9996,911.46,0.9,820.02
2778,0.9995,5184.06,0.9,4663.43
2779,1e-04,3923.41,0.9,0.5
2780,0.0,3096.78,0.9,0.03
2781,0.9999,2884.14,0.9,2595.47
2782,0.0,3538.87,0.9,0.02
2783,1e-04,3567.25,0.9,0.23
2784,0.0,5516.45,0.9,0.22
2785,0.0,3621.77,0.9,0.08
2786,0.0,3225.41,0.9,0.03
2787,0.0,2712.84,0.9,0.09
2788,0.0,2091.65,0.9,0.03
2789,1e-04,4352.69,0.9,0.3
2790,0.9999,3697.29,0.9,3327.33
2791,0.0,3173.23,0.9,0.04
2792,0.0,4039.49,0.9,0.03
2793,1e-04,4151.1,0.9,0.31
2794,0.0,3138.33,0.9,0.04
2795,0.0088,5407.88,0.9,42.74
2796,0.001,4777.42,0.9,4.34
2797,0.9999,6096.94,0.9,5486.89
2798,1e-04,3322.79,0.9,0.33
2799,1e-04,7127.04,0.9,0.93
2800,0.0,4151.91,0.9,0.04
2801,0.0,2923.83,0.9,0.04
2802,0.999,4053.46,0.9,3644.35
2803,1e-04,8098.95,0.9,0.42
2804,0.0,1684.19,0.9,0.07
2805,0.0,1252.29,0.9,0.04
2806,0.0,2452.62,0.9,0.03
2807,0.0,2437.8,0.9,0.04
2808,0.0,3863.26,0.9,0.04
2809,0.0,4139.09,0.9,0.05
2810,0.0,5117.07,0.9,0.08
2811,0.0,2879.32,0.9,0.03
2812,0.9999,4152.34,0.9,3736.67
2813,0.0,5451.69,0.9,0.1
2814,1e-04,5904.93,0.9,0.67
2815,0.9998,2922.35,0.9,2629.49
2816,0.9999,3813.92,0.9,3432.22
2817,0.0,6572.45,0.9,0.21
2818,0.0,2083.32,0.9,0.03
2819,0.0,3106.48,0.9,0.09
2820,0.9999,3423.48,0.9,3080.72
2821,0.0,4981.33,0.9,0.06
2822,0.0389,4094.29,0.9,143.2
2823,1e-04,6381.85,0.9,0.29
2824,0.0,2391.11,0.9,0.03
2825,0.0,3708.31,0.9,0.08
2826,0.0,1914.97,0.9,0.03
2827,0.9999,5090.76,0.9,4581.34
2828,0.0,2529.01,0.9,0.07
2829,0.0005,3953.85,0.9,1.77
2830,0.9998,1774.63,0.9,1596.84
2831,0.0,6820.4,0.9,0.14
2832,0.0,5572.78,0.9,0.1
2833,0.0,5718.92,0.9,0.16
2834,0.0,4376.43,0.9,0.05
2835,1e-04,3694.51,0.9,0.24
2836,0.0005,4853.96,0.9,2.0
2837,0.0,3758.32,0.9,0.03
2838,0.0,3824.64,0.9,0.05
2839,0.0843,5697.46,0.9,432.17
2840,0.0,3671.76,0.9,0.03
2841,0.0,4277.88,0.9,0.06
2842,0.0,1597.73,0.9,0.02
2843,0.0002,3098.55,0.9,0.52
2844,0.9998,2157.72,0.9,1941.54
2845,0.0,3746.68,0.9,0.06
2846,0.0,3609.63,0.9,0.07
2847,0.0,3049.06,0.9,0.05
2848,0.0,4292.37,0.9,0.04
2849,0.0,3646.32,0.9,0.04
2850,0.0,3954.27,0.9,0.07
2851,1e-04,2974.05,0.9,0.23
2852,0.0,5045.94,0.9,0.1
2853,1e-04,7637.35,0.9,0.41
2854,0.0,3296.09,0.9,0.06
2855,0.9959,3829.51,0.9,3432.39
2856,1e-04,1937.12,0.9,0.11
2857,0.0,3361.83,0.9,0.12
2858,0.0,2640.73,0.9,0.03
2859,0.0,1385.39,0.9,0.02
2860,0.0,2993.75,0.9,0.02
2861,0.0,4247.78,0.9,0.07
2862,0.0,3510.56,0.9,0.04
2863,0.0,4857.39,0.9,0.06
2864,0.0,4006.01,0.9,0.08
2865,0.0,2410.35,0.9,0.04
2866,0.0,4841.85,0.9,0.08
2867,1e-04,3705.5,0.9,0.27
2868,0.0,3586.83,0.9,0.11
2869,0.0,2805.7,0.9,0.04
2870,0.0,4748.76,0.9,0.06
2871,0.0,5227.45,0.9,0.09
2872,0.0,4518.31,0.9,0.08
2873,0.0,6228.33,0.9,0.13
2874,0.0,2297.16,0.9,0.03
2875,0.0,3542.23,0.9,0.04
2876,0.9999,4851.06,0.9,4365.58
2877,0.0,3847.65,0.9,0.06
2878,0.0,4129.97,0.9,0.04
2879,0.0,4609.9,0.9,0.05
2880,0.0,4534.69,0.9,0.06
2881,0.0127,3922.81,0.9,44.86
2882,0.0,3600.83,0.9,0.04
2883,0.9994,5751.97,0.9,5173.84
2884,0.9999,4106.73,0.9,3695.77
2885,0.9999,4397.62,0.9,3957.3
2886,1e-04,3640.1,0.9,0.47
2887,0.0002,6474.8,0.9,1.07
2888,0.0,3494.43,0.9,0.15
2889,0.0,2643.95,0.9,0.06
2890,0.0,2941.97,0.9,0.04
2891,1.0,4074.51,0.9,3666.92
2892,1e-04,6232.35,0.9,0.81
2893,0.0,4999.12,0.9,0.05
2894,0.9999,3866.28,0.9,3479.47
2895,1e-04,4476.22,0.9,0.22
2896,0.0026,3341.4,0.9,7.81
2897,0.0,4758.2,0.9,0.18
2898,0.0,3922.26,0.9,0.04
2899,0.0,4572.23,0.9,0.06
2900,0.0,4034.53,0.9,0.06
2901,0.0,5675.22,0.9,0.21
2902,0.9999,2571.33,0.9,2313.96
2903,0.0,2727.9,0.9,0.03
2904,0.0,2846.16,0.9,0.03
2905,0.9998,2592.94,0.9,2333.25
2906,0.0,2692.63,0.9,0.06
2907,0.0,4473.21,0.9,0.13
2908,0.0,2980.15,0.9,0.02
2909,0.0,5609.98,0.9,0.18
2910,0.0042,4526.15,0.9,17.1
2911,0.9999,2112.92,0.9,1901.4
2912,0.0,4809.0,0.9,0.08
2913,0.0,1773.23,0.9,0.05
2914,0.0,4040.09,0.9,0.04
2915,1e-04,2655.49,0.9,0.27
2916,0.0,4185.38,0.9,0.09
2917,0.0,3363.35,0.9,0.02
2918,0.9999,5015.52,0.9,4513.71
2919,0.0,3047.94,0.9,0.04
2920,0.0,4484.47,0.9,0.06
2921,0.9999,3048.09,0.9,2743.03
2922,0.0,3722.28,0.9,0.04
2923,0.9999,2813.24,0.9,2531.68
2924,0.0,2069.38,0.9,0.06
2925,1e-04,3799.85,0.9,0.36
2926,0.9999,6068.57,0.9,5461.39
2927,0.0,5842.53,0.9,0.14
2928,0.9995,3641.52,0.9,3275.86
2929,0.0,2704.19,0.9,0.08
2930,0.0,4294.62,0.9,0.05
2931,0.0,5353.14,0.9,0.1
2932,1e-04,2462.46,0.9,0.18
2933,1e-04,1562.99,0.9,0.09
2934,0.9998,1851.05,0.9,1665.55
2935,0.0,5369.74,0.9,0.15
2936,0.0,3451.96,0.9,0.03
2937,0.9968,2739.6,0.9,2457.63
2938,0.9998,3614.62,0.9,3252.49
2939,0.0,4407.87,0.9,0.04
2940,0.9999,3682.23,0.9,3313.78
2941,1e-04,4728.87,0.9,0.29
2942,1e-04,8141.88,0.9,0.53
2943,0.0,4890.21,0.9,0.08
2944,1e-04,339.61,0.9,0.02
2945,0.0,4104.68,0.9,0.11
2946,0.0,3656.97,0.9,0.08
2947,0.0,4503.52,0.9,0.1
2948,0.0053,3053.39,0.9,14.61
2949,0.0,3158.13,0.9,0.14
2950,0.0,5890.05,0.9,0.11
2951,0.0,4432.58,0.9,0.05
2952,0.0,2139.83,0.9,0.07
2953,0.0,5049.73,0.9,0.07
2954,0.0,3569.08,0.9,0.08
2955,0.0,3284.22,0.9,0.04
2956,0.9999,4690.64,0.9,4221.1
2957,0.0002,3948.92,0.9,0.65
2958,1e-04,3436.33,0.9,0.18
2959,1e-04,2781.12,0.9,0.17
2960,0.0,4149.81,0.9,0.04
2961,0.0016,3390.87,0.9,4.76
2962,0.0,3735.57,0.9,0.03
2963,0.9943,4264.81,0.9,3816.46
2964,0.0,5847.92,0.9,0.1
2965,1e-04,5056.71,0.9,0.26
2966,0.0,3067.81,0.9,0.06
2967,0.0055,3605.77,0.9,17.79
2968,0.9998,2789.33,0.9,2509.88
2969,0.0,5086.04,0.9,0.06
2970,0.9999,4123.9,0.9,3711.21
2971,0.0,6239.58,0.9,0.18
2972,0.0,4008.64,0.9,0.03
2973,0.0,2351.53,0.9,0.03
2974,0.9955,5169.33,0.9,4631.3
2975,0.0095,5176.24,0.9,44.44
2976,1e-04,2253.93,0.9,0.23
2977,0.0,3939.72,0.9,0.05
2978,0.0,2592.48,0.9,0.07
2979,0.0,3818.85,0.9,0.04
2980,0.0,2862.24,0.9,0.02
2981,0.0,3129.3,0.9,0.03
2982,0.9998,3554.22,0.9,3198.3
2983,0.0112,6007.13,0.9,60.42
2984,0.0,2890.71,0.9,0.06
2985,0.0,3470.78,0.9,0.06
2986,0.0003,5123.77,0.9,1.3
2987,1e-04,3220.78,0.9,0.35
2988,0.0002,5591.86,0.9,1.12
2989,0.0002,3839.1,0.9,0.66
2990,0.0004,2708.89,0.9,0.91
2991,0.0,5432.47,0.9,0.12
2992,0.0,4039.68,0.9,0.05
2993,0.0,3700.16,0.9,0.05
2994,0.0,4142.05,0.9,0.04
2995,1e-04,4677.79,0.9,0.22
2996,0.0,4157.61,0.9,0.04
2997,0.0,5957.57,0.9,0.23
2998,0.0,5374.32,0.9,0.12
2999,0.0,3162.56,0.9,0.05
3000,0.0,4591.02,0.9,0.07
3001,1e-04,5132.82,0.9,0.24
3002,0.9999,4970.87,0.9,4473.25
3003,0.0,3398.86,0.9,0.03
3004,0.0,4914.65,0.9,0.09
3005,0.0,4911.46,0.9,0.06
3006,0.9998,5170.47,0.9,4652.35
3007,0.0006,5476.23,0.9,3.12
3008,0.0,3562.65,0.9,0.07
3009,0.0,4930.57,0.9,0.12
3010,0.0,5051.58,0.9,0.07
3011,0.0002,7737.11,0.9,1.32
3012,0.0206,5585.01,0.9,103.41
3013,1e-04,4542.41,0.9,0.46
3014,0.0,4058.08,0.9,0.04
3015,0.0,4775.42,0.9,0.09
3016,0.9999,4194.14,0.9,3774.33
3017,0.0,2799.03,0.9,0.04
3018,1e-04,5301.5,0.9,0.29
3019,1e-04,4089.11,0.9,0.19
3020,0.9999,2758.29,0.9,2482.21
3021,0.006,3619.54,0.9,19.66
3022,0.9998,2385.0,0.9,2146.11
3023,0.0,3503.94,0.9,0.08
3024,0.0,4448.1,0.9,0.05
3025,0.0006,3700.86,0.9,1.87
3026,0.0,2389.4,0.9,0.04
3027,0.0,2778.91,0.9,0.03
3028,1e-04,3779.43,0.9,0.24
3029,0.0,1880.8,0.9,0.04
3030,0.0,2728.69,0.9,0.05
3031,0.0,3186.26,0.9,0.02
3032,0.0014,4643.1,0.9,5.82
3033,0.0,3599.25,0.9,0.07
3034,0.0,5985.3,0.9,0.23
3035,0.0,3614.69,0.9,0.08
3036,0.9999,2514.55,0.9,2262.86
3037,0.9995,5385.53,0.9,4844.33
3038,0.9919,1833.69,0.9,1636.96
3039,0.9999,2761.21,0.9,2484.83
3040,0.9991,4259.65,0.9,3830.4
3041,0.9999,5690.1,0.9,5120.73
3042,0.0004,1135.93,0.9,0.36
3043,0.0,3867.81,0.9,0.04
3044,0.0,6373.15,0.9,0.17
3045,0.9995,5180.0,0.9,4659.8
3046,0.0,4707.06,0.9,0.2
3047,0.0,5235.28,0.9,0.1
3048,0.0267,5636.42,0.9,135.38
3049,0.0,2352.14,0.9,0.03
3050,0.9999,4912.36,0.9,4420.83
3051,0.0,5876.37,0.9,0.24
3052,0.0,3823.69,0.9,0.06
3053,0.0,4181.52,0.9,0.07
3054,0.0,3638.18,0.9,0.03
3055,0.0,3392.35,0.9,0.04
3056,0.0,3056.2,0.9,0.05
3057,0.9999,3101.78,0.9,2791.37
3058,0.0,5172.39,0.9,0.09
3059,0.0,4466.72,0.9,0.13
3060,0.0,5135.34,0.9,0.17
3061,0.0,3444.87,0.9,0.15
3062,0.0,5352.64,0.9,0.16
3063,0.0,3581.06,0.9,0.03
3064,0.0,2449.39,0.9,0.03
3065,0.0,5620.08,0.9,0.09
3066,0.0,5492.96,0.9,0.09
3067,0.0,3406.9,0.9,0.04
3068,1e-04,5511.03,0.9,0.62
3069,0.0,4515.49,0.9,0.07
3070,0.0,3138.63,0.9,0.09
3071,0.0,4259.99,0.9,0.11
3072,0.0,2466.01,0.9,0.03
3073,0.0,4618.5,0.9,0.05
3074,0.0,3268.52,0.9,0.03
3075,0.0004,3453.47,0.9,1.11
3076,0.0,5198.28,0.9,0.08
3077,0.0003,4295.57,0.9,1.3
3078,0.0,6940.63,0.9,0.31
3079,0.0,2962.7,0.9,0.04
3080,0.9989,1876.36,0.9,1686.8
3081,0.9999,6661.15,0.9,5994.64
3082,0.0,4958.33,0.9,0.07
3083,1e-04,4114.58,0.9,0.35
3084,0.0,2601.37,0.9,0.03
3085,0.0,2436.87,0.9,0.03
3086,1.0,4825.41,0.9,4342.68
3087,0.0,4668.45,0.9,0.14
3088,0.9997,4342.18,0.9,3906.83
3089,0.0,5667.63,0.9,0.13
3090,0.0,4574.0,0.9,0.11
3091,0.0,4078.26,0.9,0.04
3092,0.0,4421.93,0.9,0.05
3093,1e-04,6913.42,0.9,0.6
3094,0.0,8199.25,0.9,0.15
3095,0.0,3084.65,0.9,0.05
3096,0.9999,3082.39,0.9,2773.92
3097,0.0,3031.37,0.9,0.04
3098,1.0,3715.01,0.9,3343.35
3099,0.0,4087.73,0.9,0.04
3100,0.0002,6654.65,0.9,1.03
3101,0.0,5616.41,0.9,0.11
3102,0.0,4926.95,0.9,0.09
3103,0.0,3589.46,0.9,0.03
3104,0.0012,3746.83,0.9,4.2
3105,1e-04,5851.26,0.9,0.56
3106,0.0,4296.59,0.9,0.04
3107,1e-04,5657.89,0.9,0.67
3108,0.9998,2787.7,0.9,2508.39
3109,1e-04,6016.63,0.9,0.29
3110,0.0,4416.96,0.9,0.05
3111,0.0,3732.76,0.9,0.16
3112,0.0003,3498.29,0.9,0.93
3113,0.0,1968.98,0.9,0.05
3114,0.0,5206.1,0.9,0.13
3115,0.0,2337.69,0.9,0.03
3116,0.0,4473.43,0.9,0.1
3117,0.0,1523.16,0.9,0.02
3118,1e-04,1544.96,0.9,0.13
3119,0.0,2441.04,0.9,0.05
3120,0.0,3973.68,0.9,0.04
3121,0.0,4414.46,0.9,0.05
3122,0.0,3855.16,0.9,0.04
3123,0.0,5191.71,0.9,0.17
3124,0.0,3605.72,0.9,0.04
3125,1e-04,4416.88,0.9,0.55
3126,0.0,5117.44,0.9,0.06
3127,0.0,5001.61,0.9,0.09
3128,0.0,5452.44,0.9,0.12
3129,0.0,2139.48,0.9,0.05
3130,0.0,3967.6,0.9,0.05
3131,0.0,5631.56,0.9,0.16
3132,0.0,3658.7,0.9,0.03
3133,1e-04,3495.18,0.9,0.33
3134,0.0,3900.92,0.9,0.06
3135,1e-04,5759.36,0.9,0.74
3136,1e-04,5606.2,0.9,0.33
3137,0.0,2638.02,0.9,0.05
3138,0.0,7808.36,0.9,0.18
3139,0.0,3763.84,0.9,0.03
3140,0.0,2825.19,0.9,0.04
3141,0.0,2887.05,0.9,0.04
3142,0.0,4173.34,0.9,0.04
3143,0.0,5562.67,0.9,0.16
3144,0.9999,4429.52,0.9,3986.17
3145,0.0,4102.24,0.9,0.04
3146,1e-04,5302.13,0.9,0.28
3147,0.0,3500.57,0.9,0.12
3148,1e-04,4407.71,0.9,0.37
3149,0.0,4066.54,0.9,0.04
3150,0.0,3319.25,0.9,0.09
3151,0.9999,3770.56,0.9,3393.24
3152,1e-04,4398.83,0.9,0.36
3153,1.0,6173.52,0.9,5555.92
3154,0.9999,2546.07,0.9,2291.28
3155,0.0,3075.67,0.9,0.09
3156,1e-04,3366.73,0.9,0.21
3157,0.0,2229.42,0.9,0.07
3158,1e-04,2371.77,0.9,0.13
3159,0.9999,3164.84,0.9,2848.08
3160,0.0,5961.54,0.9,0.18
3161,0.0026,4019.42,0.9,9.58
3162,1e-04,4937.21,0.9,0.27
3163,0.0057,5366.32,0.9,27.6
3164,0.0,8033.59,0.9,0.33
3165,0.9998,2453.54,0.9,2207.79
3166,0.0,2409.64,0.9,0.03
3167,0.0,3741.89,0.9,0.03
3168,0.0,4940.31,0.9,0.2
3169,0.0,6980.35,0.9,0.24
3170,0.0,3232.08,0.9,0.03
3171,0.0,4537.11,0.9,0.06
3172,1e-04,4455.4,0.9,0.22
3173,0.0,4410.66,0.9,0.08
3174,1e-04,3459.85,0.9,0.33
3175,0.0002,3360.52,0.9,0.72
3176,1e-04,4023.66,0.9,0.37
3177,0.9999,4249.39,0.9,3824.1
3178,0.0,2796.29,0.9,0.07
3179,0.0,3400.46,0.9,0.04
3180,0.0018,4020.64,0.9,6.58
3181,0.9999,5178.67,0.9,4660.28
3182,0.0,3441.18,0.9,0.04
3183,0.0,4232.16,0.9,0.18
3184,0.0,5238.81,0.9,0.13
3185,1e-04,8107.54,0.9,1.02
3186,1.0,5514.13,0.9,4962.51
3187,0.0,2313.91,0.9,0.03
3188,0.9999,4417.95,0.9,3975.96
3189,0.9999,4000.05,0.9,3599.83
3190,0.0,5880.53,0.9,0.11
3191,0.1077,8280.85,0.9,802.7
3192,1e-04,1492.29,0.9,0.2
3193,0.0,4340.86,0.9,0.11
3194,0.0,3608.93,0.9,0.03
3195,0.0,2883.15,0.9,0.09
3196,1e-04,5664.44,0.9,0.29
3197,0.9999,4609.39,0.9,4148.21
3198,0.0,5435.72,0.9,0.13
3199,0.0,1645.71,0.9,0.02
3200,0.0,2331.95,0.9,0.09
3201,0.0,3662.62,0.9,0.03
3202,0.0,3321.64,0.9,0.07
3203,0.0,5762.85,0.9,0.09
3204,0.9999,7177.78,0.9,6459.54
3205,0.0,4601.91,0.9,0.19
3206,1e-04,6618.07,0.9,0.81
3207,0.0003,4780.7,0.9,1.31
3208,0.0,4696.53,0.9,0.06
3209,0.0,2801.34,0.9,0.03
3210,0.0,4611.91,0.9,0.08
3211,1e-04,8327.86,0.9,0.75
3212,0.0,3730.17,0.9,0.03
3213,0.9854,5803.64,0.9,5146.88
3214,0.0,3132.81,0.9,0.06
3215,0.0,3334.82,0.9,0.03
3216,0.9999,3784.21,0.9,3405.61
3217,0.0,6169.25,0.9,0.11
3218,0.0,6581.77,0.9,0.15
3219,0.9999,2513.7,0.9,2262.01
3220,0.0,1964.44,0.9,0.03
3221,0.0003,3843.33,0.9,1.17
3222,0.0,5262.68,0.9,0.11
3223,0.9999,6813.17,0.9,6131.25
3224,0.0,5715.23,0.9,0.18
3225,0.0,4004.86,0.9,0.05
3226,1e-04,1599.93,0.9,0.1
3227,0.9991,1931.78,0.9,1737.05
3228,0.0,3391.61,0.9,0.04
3229,0.5032,1588.7,0.9,719.43
3230,1e-04,4250.45,0.9,0.48
3231,0.0,3165.88,0.9,0.02
3232,0.0,4478.12,0.9,0.07
3233,0.0,5028.11,0.9,0.05
3234,0.0,3716.82,0.9,0.05
3235,0.0201,5491.93,0.9,99.53
3236,0.9934,4290.68,0.9,3836.08
3237,0.0,3800.53,0.9,0.03
3238,0.0,4433.89,0.9,0.07
3239,0.0,938.01,0.9,0.01
3240,0.0,4832.45,0.9,0.08
3241,0.0,6529.82,0.9,0.14
3242,1e-04,7229.29,0.9,0.91
3243,0.0,2739.1,0.9,0.02
3244,0.9999,3335.99,0.9,3002.19
3245,0.9998,2622.07,0.9,2359.32
3246,0.0191,1765.9,0.9,30.3
3247,0.9917,3861.63,0.9,3446.77
3248,0.0,2379.38,0.9,0.03
3249,1e-04,4270.7,0.9,0.19
3250,0.0,2170.62,0.9,0.03
3251,0.9998,6239.93,0.9,5615.08
3252,0.9999,4619.88,0.9,4157.66
3253,0.9999,5232.25,0.9,4708.75
3254,0.0,4205.95,0.9,0.03
3255,0.9999,4589.0,0.9,4129.74
3256,0.9999,4929.91,0.9,4436.68
3257,0.0,4719.52,0.9,0.13
3258,0.0,3372.56,0.9,0.06
3259,0.9999,2404.58,0.9,2163.86
3260,0.0,4485.31,0.9,0.19
3261,0.0003,4486.68,0.9,1.18
3262,1e-04,4754.77,0.9,0.35
3263,0.0,4216.59,0.9,0.04
3264,0.9999,2559.38,0.9,2303.17
3265,0.0,4098.03,0.9,0.04
3266,1e-04,4837.38,0.9,0.42
3267,0.0,5564.25,0.9,0.15
3268,0.0,6078.16,0.9,0.16
3269,0.0002,3536.98,0.9,0.59
3270,0.9999,3186.57,0.9,2867.67
3271,1e-04,3568.89,0.9,0.21
3272,0.0,4397.87,0.9,0.08
3273,0.0,5451.85,0.9,0.1
3274,0.0,4883.18,0.9,0.08
3275,0.0,2215.95,0.9,0.04
3276,0.0,1802.51,0.9,0.04
3277,0.0035,4904.29,0.9,15.47
3278,0.9998,2321.39,0.9,2088.9
3279,0.0,5658.45,0.9,0.18
3280,0.9999,4490.2,0.9,4040.96
3281,0.0,5831.68,0.9,0.13
3282,0.0,5082.98,0.9,0.09
3283,0.0,3885.69,0.9,0.07
3284,0.0,3544.06,0.9,0.06
3285,0.0,5298.76,0.9,0.21
3286,0.0,3489.73,0.9,0.06
3287,1e-04,4174.55,0.9,0.19
3288,1e-04,6601.99,0.9,0.87
3289,0.0,2554.5,0.9,0.02
3290,1.0,4994.79,0.9,4495.12
3291,0.0,4130.69,0.9,0.04
3292,0.9998,3109.77,0.9,2798.36
3293,0.0,4225.28,0.9,0.08
3294,0.0,3622.31,0.9,0.03
3295,0.0,3398.33,0.9,0.07
3296,1e-04,5696.4,0.9,0.5
3297,0.0,3659.74,0.9,0.04
3298,0.0,5469.59,0.9,0.09
3299,0.0,2689.44,0.9,0.04
3300,0.0,2763.27,0.9,0.04
3301,0.0,4855.18,0.9,0.08
3302,0.0005,2073.31,0.9,0.9
3303,0.0,3167.06,0.9,0.06
3304,0.0,3612.05,0.9,0.03
3305,0.0,4723.62,0.9,0.16
3306,0.9997,3954.07,0.9,3557.67
3307,0.9997,7945.52,0.9,7148.74
3308,0.9999,5184.82,0.9,4665.9
3309,0.0,2761.43,0.9,0.06
3310,0.0,3171.22,0.9,0.09
3311,0.0,3476.53,0.9,0.1
3312,1.0,5298.12,0.9,4768.15
3313,0.0,3450.65,0.9,0.08
3314,1e-04,4660.04,0.9,0.25
3315,0.0,4955.93,0.9,0.07
3316,0.9996,7982.9,0.9,7181.93
3317,0.0,2579.78,0.9,0.04
3318,0.0,4298.93,0.9,0.04
3319,0.0,3405.02,0.9,0.15
3320,0.0,5594.46,0.9,0.19
3321,0.0,1669.37,0.9,0.02
3322,0.9998,5620.47,0.9,5057.17
3323,0.9999,3366.33,0.9,3029.31
3324,0.0,4498.56,0.9,0.06
3325,0.0,3219.57,0.9,0.05
3326,0.0004,6573.18,0.9,2.5
3327,0.0,4992.55,0.9,0.08
3328,0.0,2116.8,0.9,0.03
3329,0.9998,4598.78,0.9,4138.25
3330,0.0,7154.22,0.9,0.25
3331,0.9998,4392.98,0.9,3953.04
3332,0.0,2533.03,0.9,0.03
3333,1e-04,2718.22,0.9,0.14
3334,1e-04,1806.56,0.9,0.12
3335,0.0,4892.72,0.9,0.05
3336,0.999,3733.58,0.9,3356.91
3337,0.0,3728.9,0.9,0.04
3338,0.9999,5249.84,0.9,4724.38
3339,0.0,3559.17,0.9,0.04
3340,0.9998,7298.96,0.9,6567.84
3341,0.0006,2287.23,0.9,1.25
3342,0.9999,7616.8,0.9,6854.47
3343,0.0,3225.37,0.9,0.03
3344,1e-04,3702.65,0.9,0.17
3345,0.0,3227.88,0.9,0.02
3346,0.0,4881.73,0.9,0.06
3347,0.0003,2313.81,0.9,0.67
3348,0.0,5130.01,0.9,0.19
3349,0.0,5487.4,0.9,0.22
3350,0.9998,900.34,0.9,810.18
3351,0.0,5044.94,0.9,0.07
3352,1.0,4857.8,0.9,4371.86
3353,0.9999,4158.59,0.9,3742.49
3354,0.0,3814.1,0.9,0.03
3355,0.0,3364.3,0.9,0.05
3356,0.0,3165.93,0.9,0.07
3357,0.0,2059.11,0.9,0.06
3358,0.0,2801.47,0.9,0.04
3359,0.9999,4421.63,0.9,3979.22
3360,0.9987,5046.46,0.9,4535.92
3361,0.0,3683.39,0.9,0.06
3362,0.0,3584.9,0.9,0.08
3363,0.0006,5114.31,0.9,2.77
3364,0.0,2590.01,0.9,0.05
3365,0.0,3731.88,0.9,0.04
3366,0.0,3192.16,0.9,0.04
3367,0.0,2312.46,0.9,0.02
3368,0.0,3106.82,0.9,0.03
3369,0.9998,3385.65,0.9,3046.54
3370,0.9999,5573.51,0.9,5015.85
3371,0.0,2200.83,0.9,0.03
3372,0.9989,4378.7,0.9,3936.66
3373,0.0,4106.13,0.9,0.03
3374,0.0,4118.7,0.9,0.03
3375,0.0,5118.8,0.9,0.07
3376,0.0,4130.35,0.9,0.04
3377,0.0,4216.42,0.9,0.03
3378,0.0,3300.93,0.9,0.04
3379,0.0,5566.07,0.9,0.14
3380,0.0,4827.28,0.9,0.12
3381,1e-04,5515.77,0.9,0.27
3382,0.0,3804.27,0.9,0.03
3383,0.0,2777.3,0.9,0.12
3384,0.0,4905.42,0.9,0.07
3385,0.0,4682.1,0.9,0.05
3386,0.9999,5872.76,0.9,5285.16
3387,0.9999,3054.23,0.9,2748.4
3388,1e-04,2882.07,0.9,0.14
3389,0.0022,1946.29,0.9,3.89
3390,0.9999,4505.39,0.9,4054.6
3391,0.0,3832.5,0.9,0.05
3392,1.0,4513.67,0.9,4062.14
3393,0.0,1887.05,0.9,0.03
3394,0.0,4851.72,0.9,0.15
3395,0.0,2776.78,0.9,0.06
3396,1e-04,3458.98,0.9,0.17
3397,0.9999,5140.87,0.9,4626.23
3398,0.0,4549.73,0.9,0.06
3399,0.9997,3101.14,0.9,2790.3
3400,0.0,3840.49,0.9,0.03
3401,0.0,2424.92,0.9,0.03
3402,0.0,2559.4,0.9,0.02
3403,0.0,4306.41,0.9,0.06
3404,0.0,3106.84,0.9,0.05
3405,0.0,2714.9,0.9,0.02
3406,0.006,5077.94,0.9,27.32
3407,1.0,3784.75,0.9,3406.1
3408,0.0,3790.65,0.9,0.04
3409,0.0,5018.34,0.9,0.05
3410,0.0,5718.08,0.9,0.25
3411,1e-04,3662.5,0.9,0.35
3412,1e-04,3865.86,0.9,0.42
3413,0.9948,4841.5,0.9,4334.54
3414,0.0,4229.32,0.9,0.04
3415,0.0,4868.12,0.9,0.07
3416,0.0,3840.88,0.9,0.04
3417,0.0,5420.51,0.9,0.13
3418,0.0,2676.15,0.9,0.04
3419,0.9999,3350.09,0.9,3014.8
3420,0.0,2743.86,0.9,0.05
3421,1e-04,7837.63,0.9,0.43
3422,0.0,4757.98,0.9,0.13
3423,0.0,3754.45,0.9,0.1
3424,0.0,4268.93,0.9,0.04
3425,1e-04,4741.35,0.9,0.31
3426,0.9995,3772.06,0.9,3393.06
3427,0.0,2868.5,0.9,0.08
3428,0.0013,4530.83,0.9,5.31
3429,0.0003,3919.07,0.9,1.0
3430,0.0,4853.85,0.9,0.07
3431,0.0,3783.96,0.9,0.03
3432,0.0,5990.98,0.9,0.13
3433,0.0,3610.27,0.9,0.03
3434,0.0,5209.76,0.9,0.13
3435,0.9999,2828.63,0.9,2545.53
3436,0.9926,5724.47,0.9,5113.89
3437,0.9999,1886.15,0.9,1697.35
3438,0.9999,3913.55,0.9,3521.96
3439,0.0,1124.56,0.9,0.02
